Country Name,Country Code,Series Name,Series Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014]
Angola,AGO,GDP (constant 2005 US$),NY.GDP.MKTP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,13636722325.2289,14018550550.3353,15126016043.8119,15973072942.2653,16036965234.0344,15988854338.3322,15796988086.2723,14706995908.3195,11074367918.9646,11461978085.8776,12654023806.9292,14071274469.6049,15182905155.8211,16216065732.3681,16741433777.6099,17245698514.2304,17973633439.3495,20457911760.2556,21531454923.4331,23873962038.6059,28233699333.6996,34087992149.5735,41789510725.4138,47563628355.1096,48711276728.3646,50371188884.9762,52345032774.3335,55043649817.1656,58786650195.1453,..
Angola,AGO,GDP (current US$),NY.GDP.MKTP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6804278062.62664,6355849179.35458,7383121653.67413,7975234067.37627,9283054576.2006,10260193360.6806,12193746624.6789,5779394291.7582,5285600050.3455,4059352153.05368,5039552482.42778,7526446605.51712,7648377412.83277,6445041824.66621,6152922942.98032,9129594818.60749,8936079252.77131,12497346042.1583,14188949239.8883,19640862549.9734,28233699333.6996,41789493191.7536,60448887582.7354,84178084135.3609,75492416522.9248,82470894868.3337,104115867663.458,115341559475.426,124178241815.737,..
Angola,AGO,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.79999999999994,7.90000000000049,5.59999999999945,0.40000000000029,-0.300000000000111,-1.19999999999966,-6.89999999999985,-24.7000000000001,3.5000000064519,10.4000000010499,11.1999999707572,7.90000002215511,6.80476210543193,3.23979967713835,3.01207616575125,4.22096515556314,13.8217925122883,5.24756962371438,10.8794650593878,18.2614736843587,20.7351248827892,22.5930542991417,13.8171458087553,2.41286969254453,3.40765479391563,3.91859698579799,5.15544054479086,6.80005848160971,..
Angola,AGO,GDP per capita (constant 2005 US$),NY.GDP.PCAP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1504.55151549707,1504.02691202671,1582.05012432896,1630.22895281413,1595.53805864815,1547.23202114646,1482.90555894958,1336.66448978697,973.814281035592,976.033078394593,1045.3592717203,1130.0463075933,1186.96306888831,1234.33026759253,1239.13178922485,1238.47649605638,1249.44593994776,1374.25251506865,1396.23566602413,1494.29729694783,1706.54362145176,1990.84090034139,2359.27996153599,2597.05597102907,2573.68719389668,2576.64685563283,2593.84349806836,2643.72055061847,2737.8770521693,..
Angola,AGO,GDP per capita (current US$),NY.GDP.PCAP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,750.72195699464,681.908459808887,772.210507796565,813.960940959841,923.5829011715,992.872870993658,1144.6596373566,525.267782110467,464.784342594799,345.670001159259,416.321558518182,604.439435406847,597.931781354203,490.582014859874,455.41394581715,655.629494626364,621.195930088502,839.504512062903,920.101175818694,1229.34298758996,1706.54362145176,2440.63164194674,3412.71880659659,4596.2682746015,3988.6834977624,4218.64912557379,5159.23387704946,5539.80072430577,5783.36675958641,..
Angola,AGO,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,-0.034867763911663,5.18762075853445,3.04534146828065,-2.12797681614573,-3.02757036974829,-4.15751880246218,-9.86179249784449,-27.145945113662,0.227782317536978,7.10285285000134,8.10123736059043,5.03667512672388,3.99062110235511,0.388998127841944,-0.0528832505285521,0.885720796987854,9.98895359379183,1.59964422218141,7.02328649166608,14.2037548309467,16.6592447632702,18.5067054394665,10.078329548405,-0.899818001347597,0.114996948470079,0.667403932282681,1.92290138503934,3.56151490855592,..
Angola,AGO,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Angola,AGO,GINI index (World Bank estimate),SI.POV.GINI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,58.64,..,..,..,..,..,..,..,42.66,..,..,..,..,..,..
Angola,AGO,Exports of goods and services (constant 2005 US$),NE.EXP.GNFS.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3838274686.43316,6942285243.50076,17356497036.5379,33841200778.3762,53766595312.9503,24285737095.6594,27746792286.0264,32596352704.417,35893941665.759,34949444165.8447,28052981958.7988,27178654872.1442,27550343159.6902,27541279870.6274,..
Angola,AGO,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,80.8699431554261,150.011292071104,94.9771356923907,58.8791002572994,-54.8311791842064,14.2513903396642,17.477913729267,10.1164353915434,-2.63135631274315,-19.7326806524314,-3.11669927973688,1.36757425742576,-0.0328971911903437,..
